,P1,P2,P3,P4,P5,P6,P7,P8,P9,Gesto
614,"(303, 65)","(523, 421)","(384, 484)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
615,"(304, 66)","(524, 424)","(384, 484)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
616,"(304, 65)","(524, 424)","(384, 485)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
617,"(304, 65)","(524, 424)","(383, 484)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
618,"(304, 64)","(523, 421)","(384, 484)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
619,"(304, 64)","(524, 422)","(384, 484)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
620,"(305, 65)","(524, 423)","(384, 484)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
621,"(308, 68)","(525, 425)","(385, 486)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
622,"(309, 68)","(526, 427)","(386, 488)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
623,"(313, 72)","(529, 432)","(388, 491)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
624,"(315, 73)","(529, 432)","(390, 494)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
625,"(319, 78)","(530, 434)","(392, 498)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
626,"(320, 78)","(533, 439)","(393, 499)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
627,"(323, 82)","(535, 441)","(394, 500)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
628,"(323, 82)","(535, 440)","(395, 502)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
629,"(324, 83)","(536, 441)","(395, 501)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
630,"(328, 86)","(538, 443)","(398, 504)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
631,"(330, 87)","(540, 445)","(316, 80)","(400, 506)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
632,"(332, 88)","(540, 445)","(403, 509)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
633,"(334, 88)","(541, 446)","(404, 509)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
634,"(337, 90)","(544, 450)","(406, 511)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
635,"(339, 91)","(545, 451)","(407, 512)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
636,"(340, 91)","(544, 451)","(407, 512)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
637,"(343, 95)","(545, 454)","(407, 512)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
638,"(341, 92)","(545, 454)","(407, 513)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
639,"(342, 94)","(544, 454)","(407, 514)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
640,"(344, 97)","(543, 455)","(407, 515)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
641,"(344, 96)","(543, 457)","(408, 518)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
642,"(347, 99)","(546, 464)","(409, 520)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
643,"(346, 97)","(544, 461)","(408, 519)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
644,"(347, 99)","(544, 462)","(408, 520)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
645,"(347, 99)","(544, 462)","(408, 519)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
646,"(347, 98)","(545, 464)","(409, 520)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
647,"(347, 97)","(544, 463)","(409, 520)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
648,"(348, 98)","(544, 464)","(409, 521)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
649,"(350, 99)","(544, 465)","(409, 520)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
650,"(350, 98)","(545, 465)","(409, 519)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
651,"(350, 96)","(544, 462)","(409, 517)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
652,"(353, 98)","(545, 463)","(411, 518)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
653,"(353, 94)","(547, 464)","(412, 516)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
654,"(356, 95)","(549, 465)","(413, 515)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
655,"(359, 95)","(550, 464)","(415, 515)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
656,"(363, 94)","(552, 464)","(417, 514)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
657,"(365, 94)","(552, 462)","(418, 514)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
658,"(366, 93)","(552, 460)","(419, 513)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
659,"(367, 92)","(553, 459)","(419, 511)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
660,"(368, 92)","(553, 459)","(420, 511)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
661,"(369, 93)","(553, 459)","(420, 511)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
662,"(368, 92)","(553, 459)","(420, 512)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
663,"(368, 93)","(553, 460)","(420, 512)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
664,"(368, 93)","(553, 461)","(420, 513)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
665,"(369, 94)","(553, 460)","(420, 512)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
666,"(368, 93)","(552, 457)","(420, 511)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
667,"(368, 93)","(554, 460)","(421, 512)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
668,"(368, 93)","(554, 459)","(421, 511)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
669,"(368, 93)","(554, 458)","(421, 510)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
670,"(367, 91)","(553, 456)","(421, 509)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
671,"(369, 94)","(553, 455)","(421, 508)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
672,"(367, 91)","(553, 454)","(422, 509)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
673,"(367, 90)","(554, 455)","(422, 508)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
674,"(368, 91)","(554, 454)","(422, 507)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
675,"(368, 90)","(555, 455)","(423, 508)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
676,"(370, 92)","(556, 456)","(423, 508)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
677,"(369, 90)","(555, 455)","(422, 507)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
678,"(369, 90)","(555, 456)","(422, 508)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
679,"(369, 90)","(555, 457)","(422, 508)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
680,"(369, 90)","(557, 461)","(421, 507)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
681,"(369, 90)","(557, 461)","(422, 509)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
682,"(369, 90)","(556, 460)","(421, 508)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
683,"(371, 93)","(555, 459)","(421, 509)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
684,"(370, 92)","(555, 459)","(421, 509)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
685,"(370, 92)","(554, 457)","(421, 509)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
686,"(370, 92)","(556, 460)","(421, 509)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
687,"(370, 92)","(556, 460)","(421, 509)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
688,"(370, 93)","(555, 458)","(421, 509)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
689,"(369, 92)","(555, 459)","(420, 509)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
690,"(369, 93)","(554, 459)","(420, 510)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
691,"(369, 92)","(554, 459)","(420, 510)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
692,"(371, 92)","(556, 463)","(419, 507)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
693,"(370, 89)","(555, 460)","(419, 507)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
694,"(369, 88)","(554, 457)","(420, 509)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
695,"(369, 87)","(556, 461)","(420, 508)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
696,"(369, 86)","(557, 462)","(420, 507)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
697,"(370, 88)","(554, 455)","(420, 507)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
698,"(369, 87)","(553, 453)","(420, 507)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
699,"(368, 86)","(554, 454)","(421, 507)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
700,"(368, 86)","(556, 457)","(421, 507)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
701,"(369, 87)","(554, 453)","(421, 506)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
702,"(368, 85)","(556, 455)","(422, 507)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
703,"(369, 86)","(556, 454)","(421, 504)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
704,"(369, 86)","(554, 450)","(422, 505)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
705,"(368, 84)","(554, 449)","(422, 504)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
706,"(369, 86)","(555, 450)","(300, 595)","(422, 504)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
707,"(369, 86)","(554, 448)","(422, 504)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
708,"(369, 86)","(554, 448)","(422, 504)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
709,"(369, 86)","(555, 449)","(300, 594)","(421, 502)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
710,"(369, 86)","(555, 449)","(421, 502)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
711,"(369, 86)","(554, 448)","(422, 504)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
712,"(369, 86)","(556, 451)","(421, 502)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
713,"(369, 86)","(554, 449)","(422, 504)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
714,"(369, 86)","(555, 451)","(422, 503)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
715,"(369, 86)","(554, 450)","(422, 503)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
716,"(368, 85)","(555, 452)","(422, 503)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
717,"(368, 85)","(554, 451)","(422, 504)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
718,"(368, 85)","(555, 454)","(422, 504)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
719,"(369, 87)","(555, 455)","(422, 504)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
720,"(368, 86)","(556, 459)","(422, 504)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
721,"(369, 88)","(559, 469)","(421, 502)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
722,"(369, 88)","(560, 473)","(421, 502)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
723,"(369, 89)","(560, 474)","(422, 503)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
724,"(368, 88)","(562, 479)","(422, 502)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
725,"(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
726,"(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
727,"(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
728,"(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
729,"(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
730,"(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
731,"(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
732,"(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
733,"(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
734,"(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
735,"(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
736,"(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
737,"(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
738,"(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
739,"(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
740,"(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
741,"(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
742,"(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
743,"(359, 74)","(565, 455)","(423, 478)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
744,"(358, 75)","(567, 450)","(423, 477)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
745,"(358, 77)","(569, 445)","(430, 489)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
746,"(356, 76)","(568, 437)","(430, 488)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
747,"(354, 75)","(567, 435)","(429, 487)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
748,"(355, 78)","(567, 436)","(430, 489)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
749,"(353, 79)","(568, 437)","(431, 490)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
750,"(352, 79)","(567, 434)","(430, 488)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
751,"(352, 80)","(568, 433)","(426, 467)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
752,"(351, 80)","(567, 430)","(431, 487)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
753,"(350, 79)","(567, 429)","(431, 486)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
754,"(350, 80)","(568, 429)","(426, 477)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
755,"(349, 79)","(566, 425)","(430, 483)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
756,"(350, 81)","(567, 426)","(431, 484)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
757,"(349, 80)","(565, 422)","(426, 476)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
758,"(349, 80)","(567, 425)","(427, 464)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
759,"(349, 80)","(567, 425)","(426, 464)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
760,"(349, 81)","(567, 425)","(430, 482)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
761,"(348, 80)","(566, 423)","(430, 481)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
762,"(349, 82)","(566, 423)","(427, 464)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
763,"(348, 81)","(566, 422)","(427, 464)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
764,"(347, 80)","(565, 420)","(426, 462)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
765,"(348, 81)","(565, 419)","(426, 473)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
766,"(347, 80)","(565, 418)","(426, 473)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
767,"(347, 80)","(564, 417)","(425, 471)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
768,"(347, 80)","(565, 419)","(425, 472)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
769,"(347, 80)","(564, 417)","(426, 472)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
770,"(347, 80)","(564, 416)","(426, 471)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
771,"(347, 80)","(563, 414)","(426, 471)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
772,"(347, 79)","(565, 417)","(426, 471)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
773,"(348, 80)","(564, 415)","(426, 471)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
774,"(348, 80)","(566, 418)","(426, 471)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
775,"(348, 80)","(564, 415)","(426, 471)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
776,"(348, 80)","(566, 418)","(429, 475)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
777,"(348, 80)","(565, 416)","(431, 478)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
778,"(348, 80)","(565, 416)","(430, 477)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
779,"(348, 80)","(566, 418)","(425, 470)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
780,"(348, 80)","(564, 415)","(426, 471)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
781,"(349, 82)","(565, 416)","(425, 469)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
782,"(347, 79)","(565, 415)","(426, 459)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
783,"(348, 81)","(564, 413)","(425, 468)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
784,"(348, 81)","(564, 411)","(426, 456)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
785,"(347, 81)","(562, 405)","(426, 454)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
786,"(343, 77)","(565, 407)","(426, 466)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
787,"(341, 77)","(565, 402)","(428, 454)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
788,"(340, 78)","(566, 399)","(428, 462)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
789,"(337, 75)","(565, 392)","(430, 460)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
790,"(333, 70)","(566, 386)","(431, 455)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
791,"(328, 66)","(568, 380)","(432, 450)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
792,"(327, 67)","(570, 374)","(434, 446)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
793,"(324, 67)","(569, 362)","(438, 443)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
794,"(318, 64)","(568, 354)","(435, 423)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
795,"(315, 63)","(571, 352)","(437, 431)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
796,"(313, 63)","(569, 342)","(437, 415)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
797,"(307, 60)","(570, 332)","(439, 408)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
798,"(305, 60)","(570, 326)","(440, 405)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
799,"(299, 56)","(568, 319)","(442, 403)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
800,"(300, 58)","(566, 314)","(442, 401)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
801,"(296, 57)","(566, 309)","(442, 398)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
802,"(294, 58)","(565, 304)","(442, 396)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
803,"(292, 59)","(565, 302)","(442, 395)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
804,"(289, 59)","(564, 297)","(442, 394)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
805,"(285, 59)","(563, 291)","(441, 389)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
806,"(284, 60)","(564, 288)","(442, 388)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
807,"(282, 60)","(563, 283)","(441, 385)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
808,"(280, 60)","(562, 279)","(441, 382)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
809,"(278, 59)","(564, 278)","(354, 579)","(441, 380)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
810,"(275, 58)","(559, 267)","(354, 576)","(440, 374)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
811,"(272, 57)","(558, 263)","(354, 573)","(439, 371)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
812,"(271, 57)","(558, 260)","(354, 571)","(438, 370)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
813,"(269, 57)","(556, 256)","(353, 570)","(437, 366)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
814,"(264, 55)","(555, 253)","(352, 569)","(434, 362)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
815,"(262, 55)","(553, 249)","(352, 567)","(433, 360)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
816,"(257, 54)","(546, 241)","(351, 567)","(431, 359)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
817,"(254, 55)","(546, 238)","(350, 566)","(428, 355)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
818,"(249, 55)","(545, 234)","(350, 565)","(427, 355)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",6
