,P1,P2,P3,P4,P5,P6,P7,P8,P9,Gesto
614,"(105, 320)","(223, 54)","(298, 26)","(363, 69)","(426, 188)","(201, 442)","(262, 312)","(311, 324)","(350, 362)",1
615,"(105, 320)","(225, 55)","(299, 26)","(364, 71)","(426, 188)","(202, 440)","(263, 313)","(312, 325)","(350, 362)",1
616,"(105, 320)","(226, 54)","(301, 26)","(364, 71)","(427, 190)","(201, 442)","(263, 312)","(312, 325)","(351, 363)",1
617,"(106, 317)","(227, 53)","(302, 26)","(366, 72)","(427, 190)","(202, 439)","(264, 312)","(313, 325)","(351, 364)",1
618,"(105, 319)","(229, 53)","(307, 27)","(368, 73)","(430, 195)","(202, 439)","(265, 311)","(314, 326)","(352, 365)",1
619,"(106, 316)","(231, 52)","(306, 26)","(369, 74)","(431, 196)","(202, 438)","(266, 312)","(315, 326)","(352, 365)",1
620,"(106, 316)","(232, 52)","(306, 26)","(372, 77)","(432, 198)","(202, 438)","(266, 311)","(315, 327)","(352, 365)",1
621,"(108, 311)","(233, 51)","(307, 26)","(371, 75)","(434, 201)","(203, 436)","(267, 311)","(317, 326)","(354, 367)",1
622,"(109, 309)","(238, 50)","(312, 27)","(376, 77)","(436, 204)","(203, 436)","(269, 311)","(318, 328)","(355, 370)",1
623,"(109, 309)","(238, 51)","(315, 28)","(376, 77)","(436, 204)","(203, 436)","(269, 311)","(318, 328)","(355, 370)",1
624,"(108, 311)","(237, 52)","(314, 28)","(377, 81)","(436, 204)","(204, 433)","(268, 311)","(318, 327)","(355, 370)",1
625,"(108, 311)","(239, 51)","(316, 28)","(379, 81)","(438, 205)","(204, 433)","(270, 310)","(319, 328)","(356, 370)",1
626,"(111, 305)","(243, 46)","(318, 28)","(381, 81)","(441, 209)","(204, 433)","(271, 309)","(320, 329)","(357, 371)",1
627,"(111, 305)","(244, 46)","(319, 27)","(382, 81)","(442, 210)","(204, 433)","(271, 309)","(320, 328)","(357, 370)",1
628,"(110, 307)","(247, 47)","(325, 30)","(387, 85)","(446, 215)","(204, 434)","(273, 310)","(322, 331)","(358, 371)",1
629,"(112, 303)","(258, 47)","(336, 35)","(398, 94)","(454, 232)","(206, 432)","(279, 312)","(327, 338)","(363, 383)",1
630,"(113, 300)","(258, 47)","(337, 35)","(403, 101)","(455, 233)","(207, 430)","(280, 312)","(328, 338)","(364, 384)",1
631,"(115, 296)","(260, 48)","(341, 38)","(404, 99)","(456, 233)","(208, 428)","(282, 311)","(328, 335)","(365, 385)",1
632,"(115, 295)","(263, 46)","(342, 37)","(405, 99)","(457, 235)","(208, 427)","(282, 310)","(329, 337)","(365, 385)",1
633,"(115, 295)","(265, 45)","(342, 37)","(406, 101)","(458, 236)","(209, 426)","(282, 311)","(329, 336)","(366, 387)",1
634,"(116, 293)","(269, 44)","(347, 39)","(409, 102)","(461, 242)","(209, 426)","(284, 311)","(331, 339)","(367, 388)",1
635,"(117, 291)","(268, 44)","(348, 39)","(409, 102)","(461, 242)","(210, 424)","(285, 310)","(331, 338)","(367, 388)",1
636,"(117, 291)","(268, 44)","(348, 39)","(410, 104)","(461, 242)","(209, 426)","(285, 310)","(331, 337)","(367, 389)",1
637,"(118, 289)","(268, 44)","(348, 38)","(412, 106)","(460, 239)","(209, 426)","(285, 310)","(331, 338)","(367, 389)",1
638,"(118, 289)","(269, 44)","(348, 39)","(411, 105)","(461, 241)","(211, 423)","(285, 310)","(332, 339)","(367, 387)",1
639,"(119, 287)","(270, 45)","(352, 40)","(414, 107)","(464, 246)","(211, 423)","(287, 310)","(334, 339)","(370, 391)",1
640,"(122, 281)","(276, 42)","(357, 39)","(418, 107)","(465, 245)","(213, 419)","(290, 308)","(336, 340)","(371, 390)",1
641,"(122, 281)","(276, 43)","(358, 40)","(418, 107)","(466, 247)","(213, 419)","(289, 309)","(336, 339)","(371, 391)",1
642,"(122, 281)","(276, 43)","(360, 41)","(418, 107)","(466, 247)","(213, 419)","(290, 309)","(336, 339)","(371, 391)",1
643,"(122, 281)","(276, 43)","(358, 40)","(418, 109)","(466, 247)","(213, 419)","(290, 309)","(336, 339)","(371, 391)",1
644,"(122, 281)","(276, 43)","(358, 40)","(417, 106)","(466, 247)","(213, 419)","(290, 308)","(336, 340)","(371, 391)",1
645,"(122, 281)","(276, 43)","(357, 40)","(419, 109)","(467, 249)","(213, 419)","(290, 308)","(337, 340)","(371, 391)",1
646,"(123, 279)","(279, 42)","(363, 42)","(421, 111)","(469, 252)","(214, 418)","(291, 309)","(338, 341)","(372, 392)",1
647,"(123, 279)","(279, 43)","(362, 42)","(422, 113)","(469, 252)","(214, 418)","(291, 309)","(338, 341)","(372, 393)",1
648,"(121, 282)","(279, 43)","(362, 41)","(422, 111)","(469, 252)","(214, 418)","(291, 309)","(338, 341)","(372, 393)",1
649,"(123, 279)","(282, 43)","(364, 43)","(423, 113)","(470, 256)","(215, 416)","(291, 309)","(338, 341)","(372, 393)",1
650,"(122, 280)","(282, 43)","(364, 43)","(423, 112)","(471, 258)","(214, 418)","(291, 309)","(338, 342)","(372, 395)",1
651,"(122, 280)","(282, 42)","(365, 44)","(424, 115)","(471, 259)","(213, 419)","(291, 309)","(338, 342)","(372, 393)",1
652,"(123, 278)","(282, 42)","(365, 43)","(424, 114)","(471, 259)","(214, 417)","(291, 309)","(338, 342)","(372, 394)",1
653,"(122, 279)","(282, 43)","(365, 44)","(424, 114)","(471, 259)","(213, 418)","(291, 309)","(338, 342)","(372, 395)",1
654,"(122, 279)","(282, 44)","(365, 44)","(425, 116)","(471, 259)","(213, 418)","(291, 309)","(338, 343)","(372, 395)",1
655,"(123, 277)","(283, 42)","(366, 44)","(425, 117)","(472, 262)","(214, 417)","(291, 310)","(338, 343)","(373, 397)",1
656,"(124, 275)","(286, 41)","(368, 45)","(427, 117)","(473, 264)","(215, 415)","(292, 309)","(339, 345)","(373, 397)",1
657,"(123, 275)","(287, 41)","(368, 46)","(427, 120)","(473, 264)","(214, 415)","(293, 310)","(339, 344)","(373, 398)",1
658,"(124, 272)","(288, 42)","(369, 46)","(427, 118)","(474, 267)","(215, 413)","(292, 309)","(339, 344)","(373, 396)",1
659,"(125, 270)","(289, 40)","(369, 45)","(428, 119)","(474, 267)","(214, 413)","(293, 309)","(339, 344)","(373, 397)",1
660,"(125, 269)","(290, 40)","(370, 45)","(429, 121)","(474, 268)","(214, 413)","(293, 308)","(339, 345)","(373, 396)",1
661,"(125, 269)","(290, 40)","(370, 45)","(428, 119)","(474, 266)","(214, 413)","(293, 309)","(339, 344)","(373, 396)",1
662,"(125, 269)","(290, 40)","(370, 45)","(428, 120)","(474, 268)","(214, 413)","(293, 309)","(339, 344)","(373, 397)",1
663,"(125, 269)","(289, 41)","(370, 45)","(428, 118)","(474, 268)","(214, 413)","(293, 309)","(339, 345)","(373, 397)",1
664,"(127, 266)","(289, 41)","(370, 45)","(429, 121)","(475, 270)","(215, 412)","(293, 309)","(340, 344)","(373, 398)",1
665,"(127, 265)","(293, 41)","(373, 47)","(433, 124)","(476, 270)","(216, 410)","(295, 308)","(341, 345)","(374, 400)",1
666,"(127, 264)","(293, 40)","(375, 48)","(433, 124)","(476, 270)","(216, 409)","(295, 308)","(341, 344)","(374, 400)",1
667,"(129, 261)","(294, 40)","(375, 48)","(433, 124)","(476, 270)","(216, 409)","(296, 308)","(341, 345)","(374, 401)",1
668,"(129, 261)","(294, 40)","(376, 48)","(433, 124)","(476, 270)","(216, 409)","(295, 308)","(341, 344)","(374, 399)",1
669,"(127, 264)","(294, 40)","(377, 48)","(435, 126)","(477, 274)","(216, 409)","(296, 308)","(342, 345)","(375, 401)",1
670,"(129, 261)","(294, 40)","(379, 50)","(435, 126)","(477, 274)","(216, 409)","(296, 308)","(342, 346)","(375, 401)",1
671,"(129, 261)","(293, 41)","(379, 50)","(437, 130)","(477, 274)","(216, 409)","(296, 308)","(342, 347)","(375, 402)",1
672,"(128, 262)","(297, 41)","(380, 51)","(438, 130)","(478, 277)","(216, 409)","(298, 309)","(343, 348)","(375, 405)",1
673,"(129, 260)","(298, 40)","(381, 52)","(438, 130)","(478, 277)","(217, 407)","(297, 309)","(343, 347)","(375, 404)",1
674,"(129, 260)","(299, 40)","(381, 52)","(438, 131)","(478, 277)","(217, 407)","(297, 309)","(343, 348)","(375, 404)",1
675,"(129, 260)","(298, 41)","(381, 52)","(438, 131)","(480, 283)","(217, 407)","(298, 309)","(343, 349)","(376, 405)",1
676,"(131, 257)","(300, 42)","(385, 54)","(442, 135)","(481, 285)","(217, 408)","(299, 310)","(344, 349)","(376, 407)",1
677,"(131, 257)","(300, 42)","(385, 55)","(441, 134)","(481, 286)","(218, 406)","(298, 309)","(344, 349)","(376, 409)",1
678,"(132, 255)","(304, 41)","(387, 56)","(443, 138)","(482, 288)","(218, 406)","(299, 310)","(345, 350)","(377, 409)",1
679,"(132, 255)","(304, 43)","(388, 57)","(444, 139)","(483, 292)","(218, 406)","(301, 310)","(346, 352)","(377, 410)",1
680,"(133, 253)","(304, 44)","(390, 60)","(446, 144)","(484, 295)","(218, 406)","(302, 311)","(346, 353)","(378, 411)",1
681,"(133, 253)","(309, 43)","(392, 62)","(449, 146)","(485, 297)","(220, 403)","(302, 311)","(347, 353)","(378, 413)",1
682,"(134, 251)","(309, 44)","(392, 61)","(449, 145)","(485, 296)","(220, 403)","(303, 311)","(347, 353)","(378, 413)",1
683,"(134, 251)","(309, 44)","(393, 61)","(449, 146)","(485, 296)","(220, 403)","(303, 311)","(347, 353)","(378, 413)",1
684,"(135, 250)","(312, 45)","(396, 64)","(452, 151)","(487, 302)","(220, 403)","(304, 311)","(348, 354)","(379, 415)",1
685,"(134, 251)","(312, 44)","(397, 64)","(452, 151)","(487, 301)","(221, 402)","(305, 312)","(349, 355)","(379, 415)",1
686,"(135, 250)","(312, 45)","(398, 65)","(453, 150)","(487, 301)","(219, 405)","(305, 312)","(349, 355)","(380, 416)",1
687,"(133, 253)","(313, 45)","(397, 64)","(454, 153)","(488, 305)","(221, 402)","(305, 312)","(349, 356)","(380, 416)",1
688,"(134, 251)","(312, 45)","(397, 64)","(453, 151)","(487, 300)","(221, 402)","(305, 312)","(349, 355)","(380, 416)",1
689,"(135, 250)","(312, 45)","(397, 64)","(454, 153)","(488, 304)","(220, 403)","(304, 311)","(349, 354)","(379, 416)",1
690,"(134, 251)","(314, 44)","(398, 65)","(453, 151)","(488, 302)","(220, 403)","(305, 311)","(349, 354)","(380, 415)",1
691,"(135, 250)","(313, 44)","(398, 64)","(453, 148)","(489, 303)","(221, 402)","(305, 310)","(350, 354)","(380, 415)",1
692,"(134, 252)","(314, 44)","(398, 63)","(454, 149)","(489, 300)","(222, 402)","(306, 310)","(350, 354)","(381, 415)",1
693,"(134, 253)","(312, 43)","(398, 63)","(454, 147)","(490, 301)","(221, 405)","(307, 310)","(351, 353)","(382, 414)",1
694,"(134, 255)","(313, 43)","(397, 62)","(455, 148)","(490, 296)","(223, 404)","(307, 310)","(352, 352)","(383, 413)",1
695,"(136, 254)","(313, 43)","(399, 61)","(455, 145)","(491, 297)","(225, 403)","(308, 310)","(353, 352)","(384, 413)",1
696,"(136, 256)","(314, 42)","(398, 61)","(455, 145)","(492, 297)","(226, 404)","(309, 310)","(354, 352)","(385, 413)",1
697,"(136, 257)","(314, 43)","(399, 60)","(456, 145)","(493, 298)","(226, 405)","(310, 310)","(355, 352)","(386, 412)",1
698,"(136, 257)","(316, 42)","(400, 60)","(456, 145)","(493, 298)","(226, 405)","(309, 309)","(355, 352)","(386, 412)",1
699,"(136, 257)","(316, 42)","(401, 61)","(456, 145)","(493, 298)","(226, 405)","(310, 310)","(355, 352)","(386, 412)",1
700,"(137, 256)","(315, 43)","(400, 61)","(457, 148)","(493, 297)","(226, 405)","(310, 310)","(355, 353)","(386, 412)",1
701,"(137, 256)","(315, 43)","(399, 60)","(457, 145)","(493, 298)","(226, 405)","(310, 310)","(355, 353)","(386, 413)",1
702,"(136, 257)","(315, 43)","(402, 62)","(457, 147)","(493, 297)","(227, 404)","(310, 310)","(355, 353)","(386, 413)",1
703,"(139, 254)","(316, 44)","(402, 62)","(458, 147)","(494, 298)","(226, 407)","(311, 310)","(357, 354)","(387, 414)",1
704,"(139, 256)","(320, 45)","(404, 63)","(459, 148)","(495, 298)","(229, 405)","(313, 311)","(358, 355)","(388, 416)",1
705,"(141, 255)","(321, 45)","(405, 64)","(460, 148)","(496, 298)","(230, 406)","(314, 311)","(359, 355)","(390, 415)",1
706,"(142, 256)","(322, 45)","(407, 64)","(461, 148)","(497, 298)","(232, 405)","(316, 312)","(360, 355)","(391, 416)",1
707,"(142, 256)","(323, 46)","(407, 64)","(461, 146)","(497, 298)","(232, 405)","(316, 312)","(360, 355)","(390, 414)",1
708,"(142, 256)","(321, 45)","(408, 65)","(462, 150)","(497, 298)","(232, 405)","(315, 312)","(360, 355)","(390, 416)",1
709,"(142, 256)","(323, 44)","(406, 63)","(461, 148)","(497, 298)","(232, 405)","(315, 311)","(360, 355)","(391, 415)",1
710,"(142, 256)","(324, 44)","(406, 64)","(461, 147)","(497, 298)","(231, 407)","(316, 312)","(360, 355)","(391, 417)",1
711,"(144, 255)","(324, 46)","(411, 68)","(466, 152)","(500, 303)","(235, 404)","(319, 312)","(364, 355)","(393, 421)",1
712,"(147, 252)","(328, 46)","(415, 69)","(468, 153)","(501, 302)","(236, 404)","(321, 312)","(365, 358)","(394, 419)",1
713,"(146, 254)","(330, 45)","(416, 70)","(468, 152)","(502, 303)","(237, 404)","(321, 311)","(366, 358)","(395, 418)",1
714,"(148, 252)","(330, 46)","(416, 69)","(469, 153)","(503, 305)","(237, 405)","(323, 312)","(367, 358)","(395, 423)",1
715,"(151, 249)","(331, 47)","(418, 70)","(472, 156)","(505, 309)","(239, 403)","(323, 312)","(368, 358)","(398, 420)",1
716,"(151, 250)","(336, 46)","(420, 71)","(475, 159)","(506, 310)","(240, 403)","(326, 313)","(370, 359)","(399, 422)",1
717,"(152, 248)","(336, 47)","(423, 73)","(474, 156)","(506, 309)","(241, 402)","(326, 312)","(370, 360)","(398, 427)",1
718,"(154, 246)","(336, 47)","(422, 71)","(474, 158)","(506, 309)","(241, 402)","(325, 312)","(370, 360)","(398, 426)",1
719,"(151, 250)","(337, 47)","(423, 73)","(474, 158)","(506, 308)","(241, 402)","(325, 312)","(370, 359)","(398, 426)",1
720,"(151, 250)","(336, 47)","(421, 72)","(474, 156)","(506, 309)","(239, 405)","(326, 313)","(370, 359)","(398, 426)",1
721,"(152, 249)","(336, 47)","(421, 72)","(476, 161)","(506, 309)","(240, 404)","(326, 313)","(370, 359)","(398, 426)",1
722,"(154, 247)","(336, 47)","(422, 72)","(474, 158)","(507, 310)","(241, 404)","(327, 314)","(370, 359)","(399, 426)",1
723,"(155, 247)","(337, 47)","(423, 72)","(475, 156)","(509, 314)","(242, 404)","(328, 313)","(372, 359)","(400, 426)",1
724,"(156, 248)","(338, 48)","(423, 71)","(477, 160)","(510, 311)","(245, 402)","(330, 313)","(374, 359)","(402, 425)",1
725,"(159, 246)","(341, 46)","(426, 72)","(479, 158)","(511, 308)","(246, 403)","(331, 313)","(375, 359)","(403, 430)",1
726,"(159, 248)","(344, 46)","(427, 71)","(480, 156)","(512, 307)","(247, 404)","(333, 313)","(376, 358)","(404, 427)",1
727,"(159, 248)","(342, 48)","(428, 72)","(480, 156)","(513, 312)","(247, 404)","(332, 312)","(376, 358)","(404, 427)",1
728,"(159, 248)","(342, 48)","(428, 72)","(480, 156)","(512, 307)","(247, 404)","(333, 313)","(376, 359)","(404, 426)",1
729,"(159, 248)","(341, 47)","(427, 71)","(481, 159)","(513, 311)","(247, 404)","(333, 313)","(376, 359)","(404, 428)",1
730,"(159, 248)","(341, 47)","(428, 72)","(480, 157)","(512, 307)","(248, 402)","(332, 312)","(376, 357)","(404, 428)",1
731,"(159, 248)","(342, 45)","(426, 71)","(480, 156)","(513, 311)","(247, 404)","(333, 313)","(376, 357)","(404, 426)",1
732,"(160, 247)","(343, 45)","(426, 70)","(480, 156)","(513, 310)","(247, 404)","(333, 313)","(377, 357)","(405, 427)",1
733,"(161, 246)","(343, 46)","(426, 69)","(481, 157)","(513, 306)","(249, 402)","(333, 312)","(378, 357)","(405, 428)",1
734,"(162, 246)","(344, 47)","(429, 71)","(482, 155)","(515, 309)","(250, 402)","(335, 312)","(379, 357)","(407, 424)",1
735,"(163, 246)","(345, 46)","(429, 70)","(483, 155)","(516, 306)","(252, 401)","(336, 312)","(381, 356)","(409, 425)",1
736,"(165, 246)","(346, 46)","(430, 69)","(484, 154)","(517, 305)","(254, 401)","(338, 312)","(382, 356)","(410, 425)",1
737,"(167, 245)","(348, 45)","(431, 68)","(486, 156)","(519, 308)","(255, 402)","(340, 312)","(384, 356)","(412, 426)",1
738,"(168, 246)","(350, 47)","(434, 70)","(488, 158)","(520, 307)","(256, 403)","(341, 312)","(385, 357)","(413, 430)",1
739,"(168, 248)","(351, 46)","(434, 69)","(489, 157)","(522, 310)","(258, 402)","(342, 312)","(386, 357)","(414, 431)",1
740,"(172, 244)","(352, 46)","(436, 69)","(490, 158)","(523, 311)","(259, 402)","(343, 313)","(387, 357)","(415, 427)",1
741,"(172, 247)","(354, 46)","(437, 69)","(492, 156)","(524, 307)","(262, 402)","(346, 313)","(390, 358)","(417, 430)",1
742,"(175, 245)","(356, 47)","(440, 70)","(494, 159)","(526, 308)","(263, 403)","(348, 314)","(392, 358)","(419, 431)",1
743,"(178, 246)","(362, 47)","(444, 71)","(497, 157)","(529, 309)","(268, 401)","(352, 315)","(395, 358)","(421, 429)",1
744,"(180, 245)","(362, 48)","(445, 72)","(500, 161)","(531, 312)","(269, 402)","(352, 314)","(397, 358)","(422, 433)",1
745,"(181, 244)","(363, 48)","(443, 70)","(498, 157)","(531, 311)","(268, 403)","(352, 315)","(395, 359)","(423, 425)",1
746,"(179, 247)","(362, 47)","(443, 71)","(497, 157)","(531, 310)","(267, 405)","(350, 315)","(394, 358)","(422, 425)",1
747,"(179, 247)","(360, 49)","(442, 71)","(497, 157)","(530, 308)","(266, 407)","(349, 315)","(393, 358)","(421, 424)",1
748,"(179, 247)","(360, 48)","(441, 71)","(497, 158)","(530, 308)","(266, 407)","(349, 315)","(393, 358)","(421, 425)",1
749,"(177, 250)","(359, 48)","(441, 71)","(496, 157)","(530, 310)","(266, 407)","(348, 315)","(392, 356)","(421, 426)",1
750,"(177, 250)","(358, 48)","(438, 69)","(494, 154)","(529, 309)","(265, 408)","(346, 315)","(391, 357)","(420, 425)",1
751,"(174, 254)","(355, 49)","(437, 70)","(492, 155)","(526, 306)","(262, 412)","(345, 317)","(389, 357)","(418, 426)",1
752,"(172, 257)","(351, 50)","(432, 69)","(489, 155)","(524, 308)","(259, 416)","(342, 319)","(387, 359)","(416, 427)",1
753,"(170, 260)","(349, 52)","(429, 70)","(485, 153)","(522, 307)","(259, 416)","(340, 321)","(385, 362)","(414, 429)",1
754,"(170, 260)","(347, 54)","(429, 71)","(486, 158)","(522, 309)","(259, 416)","(340, 322)","(385, 362)","(414, 429)",1
755,"(170, 260)","(348, 54)","(429, 71)","(485, 154)","(521, 305)","(258, 417)","(340, 322)","(385, 362)","(414, 428)",1
756,"(169, 261)","(347, 54)","(428, 70)","(485, 154)","(521, 305)","(258, 417)","(339, 321)","(385, 361)","(414, 430)",1
757,"(170, 260)","(348, 54)","(429, 71)","(485, 155)","(521, 306)","(257, 418)","(340, 321)","(384, 361)","(414, 429)",1
758,"(170, 260)","(348, 54)","(429, 71)","(485, 155)","(521, 305)","(257, 418)","(340, 321)","(384, 361)","(414, 429)",1
759,"(170, 260)","(347, 54)","(429, 71)","(485, 156)","(521, 305)","(257, 418)","(339, 321)","(384, 362)","(413, 430)",1
760,"(169, 261)","(348, 52)","(429, 71)","(484, 155)","(521, 307)","(258, 416)","(339, 321)","(384, 361)","(413, 426)",1
761,"(169, 261)","(346, 54)","(428, 71)","(483, 155)","(520, 308)","(256, 418)","(338, 321)","(383, 362)","(412, 428)",1
762,"(166, 264)","(344, 55)","(425, 72)","(480, 154)","(517, 306)","(253, 421)","(335, 323)","(380, 363)","(410, 425)",1
763,"(164, 266)","(340, 56)","(420, 70)","(476, 153)","(514, 305)","(251, 422)","(332, 324)","(377, 363)","(407, 426)",1
764,"(163, 267)","(339, 56)","(418, 70)","(474, 153)","(512, 302)","(250, 423)","(331, 325)","(376, 365)","(406, 431)",1
765,"(163, 267)","(339, 55)","(417, 70)","(474, 152)","(512, 302)","(250, 423)","(331, 325)","(376, 365)","(406, 429)",1
766,"(163, 267)","(339, 56)","(418, 72)","(474, 152)","(513, 305)","(250, 423)","(331, 325)","(376, 364)","(406, 428)",1
767,"(163, 267)","(338, 56)","(417, 70)","(474, 152)","(513, 305)","(250, 423)","(331, 325)","(376, 365)","(406, 428)",1
768,"(163, 267)","(338, 56)","(417, 70)","(473, 151)","(513, 304)","(250, 423)","(332, 325)","(376, 365)","(406, 429)",1
769,"(164, 266)","(339, 56)","(417, 70)","(474, 152)","(513, 304)","(250, 423)","(331, 325)","(376, 364)","(407, 423)",1
770,"(164, 266)","(339, 56)","(417, 71)","(473, 150)","(513, 305)","(249, 424)","(332, 325)","(376, 365)","(407, 427)",1
771,"(164, 266)","(339, 56)","(417, 70)","(473, 151)","(513, 304)","(249, 424)","(331, 325)","(376, 364)","(407, 428)",1
772,"(164, 266)","(339, 56)","(418, 72)","(473, 151)","(513, 303)","(249, 424)","(331, 325)","(376, 365)","(407, 427)",1
773,"(164, 266)","(339, 56)","(418, 72)","(473, 151)","(513, 303)","(250, 423)","(331, 325)","(376, 365)","(407, 427)",1
774,"(164, 266)","(339, 56)","(417, 70)","(473, 150)","(513, 303)","(249, 424)","(331, 325)","(376, 365)","(407, 426)",1
775,"(164, 266)","(339, 56)","(417, 70)","(474, 152)","(513, 303)","(250, 423)","(332, 326)","(376, 366)","(407, 428)",1
776,"(164, 266)","(338, 57)","(417, 71)","(473, 150)","(513, 303)","(250, 423)","(331, 325)","(376, 366)","(407, 428)",1
777,"(164, 266)","(338, 57)","(417, 70)","(473, 151)","(513, 303)","(249, 424)","(332, 326)","(376, 365)","(407, 426)",1
778,"(164, 266)","(338, 57)","(416, 70)","(474, 151)","(513, 302)","(250, 423)","(331, 326)","(376, 365)","(407, 423)",1
779,"(167, 262)","(338, 57)","(416, 70)","(474, 152)","(513, 303)","(251, 421)","(332, 326)","(376, 365)","(408, 426)",1
780,"(166, 263)","(338, 57)","(417, 71)","(474, 152)","(513, 304)","(251, 421)","(332, 326)","(376, 365)","(408, 424)",1
781,"(166, 263)","(337, 57)","(417, 71)","(474, 153)","(513, 302)","(251, 421)","(331, 326)","(376, 365)","(408, 425)",1
782,"(166, 263)","(338, 57)","(416, 71)","(474, 151)","(513, 302)","(251, 421)","(331, 326)","(376, 365)","(408, 424)",1
783,"(166, 263)","(338, 57)","(417, 71)","(473, 150)","(513, 303)","(250, 422)","(332, 326)","(376, 365)","(408, 426)",1
784,"(166, 263)","(338, 56)","(416, 71)","(474, 152)","(513, 303)","(250, 422)","(331, 326)","(376, 366)","(408, 424)",1
785,"(166, 263)","(338, 56)","(416, 71)","(474, 152)","(513, 303)","(250, 422)","(331, 326)","(376, 365)","(407, 424)",1
786,"(166, 263)","(337, 56)","(416, 71)","(474, 152)","(513, 303)","(250, 422)","(331, 326)","(376, 364)","(407, 424)",1
787,"(166, 263)","(338, 56)","(418, 72)","(473, 150)","(513, 303)","(250, 422)","(331, 326)","(376, 365)","(408, 425)",1
788,"(166, 263)","(338, 56)","(416, 71)","(473, 150)","(513, 303)","(250, 422)","(331, 326)","(376, 364)","(408, 424)",1
789,"(166, 263)","(339, 57)","(418, 71)","(473, 150)","(513, 302)","(250, 422)","(331, 326)","(376, 365)","(408, 424)",1
790,"(166, 263)","(338, 56)","(417, 71)","(474, 152)","(513, 302)","(250, 422)","(331, 326)","(376, 366)","(408, 424)",1
791,"(166, 263)","(339, 57)","(418, 71)","(473, 150)","(513, 303)","(250, 422)","(331, 326)","(376, 365)","(408, 425)",1
792,"(166, 263)","(339, 57)","(417, 71)","(474, 152)","(513, 302)","(251, 421)","(331, 326)","(376, 365)","(408, 425)",1
793,"(166, 263)","(340, 56)","(416, 71)","(473, 150)","(513, 303)","(250, 422)","(332, 326)","(376, 365)","(408, 424)",1
794,"(166, 263)","(340, 56)","(418, 72)","(474, 151)","(513, 302)","(251, 421)","(331, 326)","(376, 365)","(408, 425)",1
795,"(166, 263)","(337, 56)","(416, 71)","(473, 150)","(513, 302)","(251, 421)","(332, 326)","(376, 365)","(407, 425)",1
796,"(166, 263)","(339, 57)","(418, 72)","(473, 150)","(513, 303)","(250, 422)","(331, 326)","(376, 365)","(408, 426)",1
797,"(166, 263)","(338, 56)","(418, 71)","(474, 152)","(513, 302)","(250, 422)","(331, 326)","(376, 365)","(407, 422)",1
798,"(166, 263)","(340, 56)","(416, 71)","(473, 150)","(513, 303)","(251, 421)","(331, 326)","(376, 365)","(408, 424)",1
799,"(166, 263)","(339, 57)","(418, 72)","(473, 150)","(513, 303)","(251, 421)","(331, 326)","(376, 365)","(407, 424)",1
800,"(166, 263)","(338, 58)","(416, 71)","(473, 151)","(513, 302)","(250, 422)","(331, 326)","(376, 365)","(407, 422)",1
801,"(167, 262)","(339, 56)","(418, 71)","(473, 151)","(513, 303)","(251, 421)","(331, 326)","(376, 365)","(408, 424)",1
802,"(165, 265)","(339, 56)","(417, 71)","(473, 150)","(513, 302)","(249, 424)","(331, 326)","(375, 364)","(408, 422)",1
803,"(165, 265)","(338, 58)","(417, 71)","(473, 151)","(513, 304)","(249, 424)","(330, 325)","(375, 365)","(407, 426)",1
804,"(166, 264)","(337, 58)","(417, 71)","(473, 150)","(512, 299)","(249, 424)","(330, 325)","(375, 365)","(406, 426)",1
805,"(164, 267)","(337, 58)","(417, 72)","(473, 151)","(512, 300)","(249, 424)","(329, 325)","(374, 364)","(406, 421)",1
806,"(166, 265)","(336, 58)","(417, 72)","(473, 150)","(512, 300)","(249, 424)","(329, 325)","(374, 364)","(406, 425)",1
807,"(163, 269)","(337, 59)","(417, 72)","(473, 150)","(512, 300)","(249, 424)","(329, 325)","(374, 364)","(405, 425)",1
808,"(164, 268)","(337, 58)","(417, 72)","(473, 151)","(512, 300)","(248, 426)","(328, 324)","(373, 364)","(405, 425)",1
809,"(163, 270)","(337, 57)","(417, 73)","(473, 150)","(512, 300)","(248, 426)","(327, 324)","(373, 364)","(405, 422)",1
810,"(163, 270)","(337, 57)","(417, 72)","(473, 150)","(513, 302)","(248, 426)","(327, 324)","(373, 364)","(405, 422)",1
811,"(163, 270)","(336, 58)","(417, 72)","(473, 149)","(512, 299)","(247, 428)","(327, 324)","(373, 364)","(405, 424)",1
812,"(163, 270)","(336, 58)","(416, 72)","(473, 152)","(513, 302)","(247, 428)","(327, 324)","(373, 364)","(405, 423)",1
813,"(164, 269)","(336, 58)","(417, 72)","(473, 150)","(512, 298)","(247, 428)","(327, 324)","(373, 364)","(405, 423)",1
814,"(164, 269)","(336, 58)","(417, 72)","(474, 152)","(512, 298)","(247, 428)","(327, 323)","(373, 364)","(405, 422)",1
815,"(162, 272)","(336, 58)","(417, 72)","(472, 148)","(512, 298)","(247, 428)","(327, 324)","(373, 364)","(405, 423)",1
816,"(162, 272)","(336, 58)","(417, 72)","(472, 148)","(512, 298)","(247, 428)","(327, 324)","(373, 363)","(405, 419)",1
817,"(162, 272)","(336, 59)","(417, 72)","(473, 152)","(512, 298)","(247, 428)","(327, 323)","(373, 363)","(405, 422)",1
818,"(162, 272)","(336, 58)","(417, 72)","(473, 150)","(512, 297)","(247, 428)","(326, 323)","(372, 363)","(405, 421)",1
